"Period","month","completed","Treatment.Function.Code","Total.All"
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_410",23943
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_430",6996
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_502",66031
"RTT-MARCH-2020",2020-03-01,"Completed Pathways For Non-Admitted Patients","C_999",982011
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_100",37470
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_110",43693
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_120",31614
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_130",32682
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_140",12105
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_150",3578
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_160",4421
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_170",810
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_300",6360
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_301",21281
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_320",30750
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_330",31833
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_340",14996
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_400",18716
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_410",12805
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_430",4070
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_502",35658
"RTT-APRIL-2020",2020-04-01,"Completed Pathways For Non-Admitted Patients","C_999",530401
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_100",32764
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_110",37617
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_120",28070
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_130",32656
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_140",12169
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_150",3748
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_160",4384
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_170",630
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_300",7306
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_301",21202
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_320",27060
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_330",35048
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_340",15538
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_400",19745
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_410",12927
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_430",3730
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_502",35605
"RTT-MAY-2020",2020-05-01,"Completed Pathways For Non-Admitted Patients","C_999",509872
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_100",43067
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_110",48590
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_120",37024
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_130",41165
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_140",14809
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_150",4462
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_160",5475
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_170",861
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_300",9557
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_301",28100
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_320",32152
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_330",50092
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_340",22798
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_400",24354
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_410",18311
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_430",4884
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_502",48176
"RTT-JUNE-2020",2020-06-01,"Completed Pathways For Non-Admitted Patients","C_999",665388
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_100",49234
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_110",52083
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_120",40657
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_130",52932
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_140",17636
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_150",4146
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_160",6333
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_170",1047
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_300",11493
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_301",29859
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_320",33074
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_330",57445
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_340",22987
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_400",23639
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_410",20001
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_430",6409
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_502",55148
"RTT-JULY-2020",2020-07-01,"Completed Pathways For Non-Admitted Patients","C_999",730336
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_100",45837
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_110",54818
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_120",38764
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_130",56727
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_140",16764
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_150",3652
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_160",6375
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_170",903
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_300",10327
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_301",26130
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_320",28686
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_330",53059
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_340",19367
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_400",18884
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_410",17512
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_430",6053
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_502",49656
"RTT-AUGUST-2020",2020-08-01,"Completed Pathways For Non-Admitted Patients","C_999",670661
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_100",58913
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_110",72908
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_120",48116
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_130",73781
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_140",21875
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_150",4823
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_160",8048
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_170",1147
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_300",12387
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_301",33246
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_320",37529
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_330",65608
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_340",23672
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_400",24661
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_410",23023
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_430",7444
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_502",64483
"RTT-SEPTEMBER-2020",2020-09-01,"Completed Pathways For Non-Admitted Patients","C_999",851920
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_100",63186
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_110",79399
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_120",52185
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_130",80618
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_140",24768
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_150",5237
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_160",8317
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_170",1123
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_300",13523
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_301",37341
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_320",39282
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_330",68339
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_340",24539
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_400",24871
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_410",23589
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_430",7630
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_502",68492
"RTT-OCTOBER-2020",2020-10-01,"Completed Pathways For Non-Admitted Patients","C_999",909910
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_100",65426
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_110",80784
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_120",55991
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_130",84910
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_140",25269
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_150",5332
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_160",8420
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_170",1095
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_300",13482
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_301",38267
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_320",41518
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_330",70385
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_340",24820
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_400",26308
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_410",24087
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_430",7197
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_502",70670
"RTT-NOVEMBER-2020",2020-11-01,"Completed Pathways For Non-Admitted Patients","C_999",945222
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_100",59653
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_110",72318
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_120",51232
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_130",75138
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_140",21943
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_150",4879
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_160",7831
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_170",981
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_300",12737
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_301",33622
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_320",38315
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_330",63670
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_340",21300
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_400",22358
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_410",20508
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_430",6355
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_502",64382
"RTT-DECEMBER-2020",2020-12-01,"Completed Pathways For Non-Admitted Patients","C_999",851099
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_100",58405
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_110",66674
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_120",47335
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_130",71285
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_140",20263
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_150",5367
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_160",7384
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_170",930
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_300",12455
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_301",34986
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_320",37438
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_330",57859
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_340",19784
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_400",22748
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_410",19443
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_430",5795
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_502",63456
"RTT-JANUARY-2021",2021-01-01,"Completed Pathways For Non-Admitted Patients","C_999",825591
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_100",58626
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_110",65861
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_120",50492
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_130",73464
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_140",20561
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_150",5574
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_160",7416
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_170",824
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_300",12407
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_301",34173
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_320",36635
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_330",59938
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_340",20087
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_400",23276
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_410",18656
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_430",5651
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_502",63687
"RTT-FEBRUARY-2021",2021-02-01,"Completed Pathways For Non-Admitted Patients","C_999",822609
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_100",70594
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_110",78928
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_120",63255
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_130",90232
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_140",24608
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_150",6178
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_160",8823
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_170",1066
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_300",15783
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_301",41250
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_320",45246
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_330",76998
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_340",26813
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_400",28489
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_410",24749
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_430",7441
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_502",77998
"RTT-MARCH-2021",2021-03-01,"Completed Pathways For Non-Admitted Patients","C_999",1017179
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_100",55010
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_110",75904
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_120",58234
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_130",82886
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_140",26774
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_150",5470
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_160",8793
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_170",1090
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_300",12122
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_301",38551
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_320",41347
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_330",67786
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_340",26066
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_400",24044
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_410",21656
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_430",7039
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_502",70610
"RTT-APRIL-2021",2021-04-01,"Completed Pathways For Non-Admitted Patients","C_999",938512
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_100",54124
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_110",82635
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_120",59895
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_130",84054
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_140",28549
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_150",5860
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_160",9123
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_170",1093
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_300",13098
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_301",39558
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_320",40579
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_330",69275
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_340",25992
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_400",25362
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_410",23654
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_430",7031
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_502",71239
"RTT-MAY-2021",2021-05-01,"Completed Pathways For Non-Admitted Patients","C_999",958917
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_100",59700
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_110",94825
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_120",67987
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_130",95251
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_140",31699
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_150",6488
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_160",9960
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_170",1246
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_300",13558
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_301",42662
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_320",46255
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_330",77593
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_340",29315
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_400",26723
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_410",25762
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_430",7969
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_502",79202
"RTT-JUNE-2021",2021-06-01,"Completed Pathways For Non-Admitted Patients","C_999",1066312
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_100",55435
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_110",94114
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_120",63499
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_130",90226
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_140",30271
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_150",5708
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_160",9207
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_170",1171
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_300",12866
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_301",40142
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_320",43992
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_330",71949
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_340",27193
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_400",24738
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_410",24346
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_430",7766
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_502",73863
"RTT-JULY-2021",2021-07-01,"Completed Pathways For Non-Admitted Patients","C_999",1005062
